session,cycles,orders,executions,fill_ratio_pct,cancel_ratio_pct,edge_bps,adverse_5s_bps,adverse_30s_bps,equity_delta,inventory_delta,realized_pnl,realized_pnl_on_notional_bps,total_quote_notional,drift_cancel_total,drift_cancel_buy,drift_cancel_sell
paper_20260417T015017Z,1327,453,18,3.973509933774834437086092715,96.02649006622516556291390728,3.903373824099996038751113245,1.280523959326378868233117529,0.67086862983283664093409734,105.6635831,-0.00051,0.1147364061599458466299197799,0.8690956258324668336464036308,1320.1816089,64,31,33
paper_20260417T025743Z,15745,4627,279,5.727253079749297601037389237,94.27274692025070239896261076,3.929865010578580402103361947,3.129676749266840500429178155,2.615691664000355182891152567,798.86474325,0.00097,-4.501007919693094629156010324,-2.257292052412462152688299595,19939.8563198,641,305,336
